filename,target,fold
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/afganskaya-_oyna-z_uki-afganista71207.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/Gruzoviki-proezjaut-mi4754.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/zvuk-tolpy-nochj9609.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/ead88e2a1cd5b1901.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1669.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/15782_14604876252.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/Gruzoviki-proezjaut-mi2502.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/nature_rain_light_metal_roof_thunderstorm_approac35c.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/clou252.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/ead88e2a1cd5b7157.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/shum-tol1601.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/ha6106.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/284.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo5355.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/howling_6333653.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/zvuki_-_kriki_s_attrakcio5105.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/audio2420552_mono2252160070.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/rain_hail_hit_windo25o.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo61506.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1561.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1049.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/00130757.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo41104.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2981.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/howling_63381008.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo21052.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/rain_hail_hit_wind2102.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/agresivnaya-kompani353.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1370.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uki-boya-kanona31403.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2308.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uki-boya-kanona3553.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uki-boya-kanona42354.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1825.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/raznyie-zvuki-letyaschego-samole8658.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/Gruzoviki-proezjaut-mi7857.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uki-boya-kanonad245d.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/86071_1275452-7107.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/a79e810c8566e2202.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uki-boya-kanona62456.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/zu_k-_oyny-bo40o.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/right_constant_mkh8040450160010.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/audio43060o_monoo40o160060.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/15-rainroo5o.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/kape7257.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/birds-singi505.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/316.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2120.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo3703.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/wind_harsh_mountain_gust_404.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/Gruzoviki-proezjaut-mi6906.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/raznyie-zvuki-letyaschego-samolet50t.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uki-boya-kanona61956.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/nature_rain_light_metal_roof_thunderstorm_approa9559.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/nature_rain_light_metal_roof_thunderstorm_approa4254.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/kape3303.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1270.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/afganskaya-_oyna-z_uki-afganista1551.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/Gruzoviki-proezjaut-mi8308.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/birds-singi7557.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/09f80055a7f8f4654.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2985.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/right_turn_constant_mkh8040350160030.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2987.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/09f80055a7f8f9209.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/zvuk-tolpy-nochj81208.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/001306406.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/birds-singi3903.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/ha656.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/right_turn_constant_mkh804050160030.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/audio2549552_mono2252160010.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/Gruzoviki-proezjaut-mi4304.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo5505.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1711.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo5905.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/efx-ext-design-wind-in-october-5655.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/kape2152.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/528.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/audio2420552_mono2352160070.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2348.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uki-boya-kanona21852.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/car-door-shut-and-drive-away_zksonr454.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1528.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/rain_hail_hit_wind656.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1076.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/Gruzoviki-proezjaut-mi3353.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/d9467985202253203.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/audio43060o_monoo40o160090.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/zvuk-tolpy-nochj3953.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/audio43060o_monoo45o160050.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/audio2549552_mono2152160030.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/right_constant_mkh8040500160030.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uki-boya-kanona31753.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/car-opening-and-closing-from-indoor_mk7luh808.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/a9307f12a55ca2102.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1876.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo71707.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2762.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/690.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uk-tanka-d_izhuschiysya-ta6106.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/0a22dcc5c11df4104.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/0021201.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/a9307f12a55ca3253.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/rain_hail_hit_wind9109.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo1901.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/efx-ext-design-wind-in-october-4104.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/96533_1143716-959.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2371.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uk-tanka-d_izhuschiysya-ta9209.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/efx-ext-design-wind-in-october-9809.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/0021501.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uki-boya-kanona32103.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/letayuschiy-dron25n160010.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/Signal-klakson-fury-gruzovika151.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1765.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/effect_wind_co2252.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/747.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/left_constant_mkh8040550160050.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/Gruzoviki-proezjaut-mi31303.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/impact-icicle-fall-shatter-break-9159.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/321.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo9309.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/left_constant_mkh8040500160010.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2781.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/3cb500f0863e1909.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uk-tanka-d_izhuschiysya-ta505.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1153.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/afganskaya-_oyna-z_uki-afganista9659.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/nature_fore7457.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/efx-ext-design-wind-in-october-2152.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/09f80055a7f8fe45e.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/clou1351.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1529.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1753.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1547.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/car-turn-signals_m1s1ls303.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2408.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1868.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/efx-ext-design-wind-in-october-1901.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/raznyie-zvuki-letyaschego-samole151.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/ead88e2a1cd5b7757.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/made-an-increadible-mistake-rr-1101.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo6556.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/3cb500f0863e14554.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/09f80055a7f8f858.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/0013061206.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uki-boya-kanona21302.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/howling_6331551.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/agresivnaya-kompani2502.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/weather_wind_strong_constant_wind_break_pier_sto1101.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2956.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/501.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/ead88e2a1cd5b2202.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/1327.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/winter-morni5505.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/15-rainro656.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/right_constant_mkh8040600160040.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/winter-morni4604.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2383.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/15-rainro1101.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/audio2420552_mono252160090.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/759.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2416.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/voyna-z_uki-s-polya-bo8658.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/nature_rain_falling_on_verandah_roof_1543153.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/ead88e2a1cd5b5205.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/00130303.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2859.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/car-starting-with-roaring-exhaust_fjfe7r656.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/_left_turn-slow-fast-slow_short_mkh8040300160030.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/zvuk_-_krik_devush151.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/afganskaya-_oyna-z_uki-afganista31203.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/2553.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/96533_1143716-9159.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/933.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/15-rainro4204.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/z_uk-tanka-d_izhuschiysya-ta1251.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/Gruzoviki-proezjaut-mi81358.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/drone/282.wav,1,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/09f80055a7f8f7257.wav,0,1
C:/Users/user/Documents/test/drone_detect/dataset/train/no_drone/zvuk_-_krik_devush101.wav,0,1
